title,url,full_text,word_count
इंडोनेशिया,https://hi.wikipedia.org/wiki/%E0%A4%87%E0%A4%82%E0%A4%A1%E0%A5%8B%E0%A4%A8%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%AF%E0%A4%BE,"इंडोनेशिया(इंडोनेशियाई: Indonesia) दक्षिण पूर्व एशिया और ओशिनिया में स्थित एक विशाल देश है। जिसकी राजधानी जकर्ता से (कालिमन्तन ) नूसन्तारा हो गयी है एवं यह 17,508 द्वीपों वाले इस देश की जनसंख्या लगभग 27 करोड़ है,[2]यह दुनिया का चौथा सबसे अधिक आबादी और दुनिया में सबसे बड़ी मुस्लिम आबादी वाला देश है। देश की राजधानीजकार्ताहै। देश की जमीनी सीमापापुआ न्यू गिनी,पूर्वी तिमोरऔरमलेशियाके साथ मिलती है, जबकि अन्य पड़ोसी देशोंसिंगापुर,फिलीपींस,ऑस्ट्रेलियाऔरभारतकाअंडमान और निकोबार द्वीप समूहक्षेत्र शामिल है।
शब्द-साधन
इंडोनेशिया नाम ग्रीक शब्दों इंडोस (Ἰνδός) और नेसोस (νῆσος) से लिया गया है, जिसका अर्थ है ""भारतीय द्वीप""।[3]यह नाम 19वीं शताब्दी का है, जो स्वतंत्र इंडोनेशिया के गठन से बहुत पहले का है। 1850 में, एक अंग्रेजी नृवंशविज्ञानी जॉर्ज विंडसर अर्ल ने ""भारतीय द्वीपसमूह या मलय द्वीपसमूह"" के निवासियों के लिए इंडुनेशियन - और, उनकी प्राथमिकता, मलयनेसियन - शब्द प्रस्तावित किए।[4][5]उसी प्रकाशन में, उनके एक छात्र, जेम्स रिचर्डसन लोगान ने इंडोनेशिया को भारतीय द्वीपसमूह के पर्याय के रूप में इस्तेमाल किया।[6][7]ईस्ट इंडीज़ प्रकाशनों में लिखने वाले डच शिक्षाविद इंडोनेशिया का उपयोग करने के लिए अनिच्छुक थे। उन्होंने मलय द्वीपसमूह (डच: मालेइशे द्वीपसमूह) को प्राथमिकता दी; नीदरलैंड्स ईस्ट इंडीज (नेदरलैंड्स ओस्ट इंडिए), लोकप्रिय रूप से इंडिए; पूर्व (डी ओस्ट); और इन्सुलिन्डे.[8]
इतिहास
ईसापूर्व ४थी शताब्दी से ही इंडोनेशिया द्वीपसमूह एक महत्वपूर्ण व्यापारिक क्षेत्र रहा है। बुनी अथवा मुनि सभ्यता इंडोनेशिया की सबसे पुरानी सभ्यता है। चौथी शताब्दी ईसा पूर्व तक ये सभ्यता काफी उन्नति कर चुकी थी। ये हिंदू एवं बौद्ध धर्म मानते थे और ऋषि पर[9]का अनुकरण करते थे। अगले दो हजार साल तक इंडोनेशिया एक हिंदू और बौद्ध देशों का समूह रहा। यहाँ हिंदू राजाओं का राज था। किर्तानेगारा और त्रिभुवना जैसे राजा यहाँ सदियों पहले राज करते थे। श्रीविजय के दौरानचीनऔरभारतके साथ व्यापारिक सम्बंध थे। स्थानीय शासकों ने धीरे-धीरे भारतीय सांस्कृतिक, धार्मिक और राजनीतिक प्रारुप को अपनाया और कालांतर मेंहिंदूऔरबौद्धराज्यों का उत्कर्ष हुआ। इंडोनेशिया का इतिहास विदेशियों से प्रभावित रहा है, जो क्षेत्र के प्राकृतिक संसाधनों की वजह से खिंचे चले आए। मुस्लिम व्यापारी अपने साथइस्लामलाए। विदेशी मुस्लिम  लुटेरों ने तलवार के बल पर इन हिंदुओ का जबरन धर्मांतरण करवाया ।
यहाँ के इस्लामी संस्कृति पर हिंदु धर्म का प्रभाव दिखता है। लोगों और स्थानों के नाम आज भी अरबी एवं संस्कृत में रखे जाते हैं यहाँ आज भी पवित्र कुरानकअरबी भाषा में पढ़ी व पढ़ाई जाती है। यूरोपिय शक्तियाँ यहाँ  के मसाला व्यापार में एकाधिकार को लेकर एक-दूसरे से लड़ीं। तीन साल के इटालियन उपनिवेशवाद के बाद (द्वितीय विश्वयुद्ध के बाद) इंडोनेशिया को स्वतंत्रता प्राप्त हुई।
नामोत्पत्ति
इसका और साथ के अन्य द्वीप देशों का नाम भारत के पुराणों मेंदीपांतर (दीपान्तर)भारत (अर्थात सागर पार भारत) है।यूरोपके लेखकों ने 150 वर्ष पूर्व इसेइंडोनेशिया (इण्डोनेशिया)(इंद= भारत +नेसोस=द्वीपके लिये) दिया और यह धीरे धीरे लोकप्रिय हो गया।की हजर देवान्तर‎ (देवांतर)पहला देशी था जिसने अपने राष्ट्र के लिये इंडोनेशिया (इण्डोनेशिया) नाम का प्रयोग किया।कावीभाषा में लिखाभिन्नेक तुंग्गल इक(भिन्नता में एकत्व) देश का आदर्श वाक्य है।दीपांतर (दीपान्तर)नाम अभी भी प्रचलित है इंडोनेशिया अथवा जावा भाषा के शब्दनुसान्तरमें। इस शब्द से लोग बृहद इंदोनेशिया समझते हैं।
अर्थव्यवस्था
इंडोनेशिया एक मिश्रित अर्थव्यवस्था है, जिसमें निजी क्षेत्र एवं सरकारी",500
अज़रबाइजान,https://hi.wikipedia.org/wiki/%E0%A4%85%E0%A4%9C%E0%A4%BC%E0%A4%B0%E0%A4%AC%E0%A5%88%E0%A4%9C%E0%A4%BE%E0%A4%A8,"- राष्ट्रपति:इल्हाम अलियेवआज़रबाइजान का उपराष्ट्रपति:मेहरिबान अलियेवाराष्ट्रपति कार्यालय
राजनीति प्रवेशद्वार
आज़र्बैजान(अज़ेरी: Azərbaycan),कॉकेशसके पूर्वी भाग में एक गणराज्य है, पूर्वीयूरोपऔरएशियाके मध्य में बसा हुआ। भौगोलिक रूप से यह एशिया का ही भाग है। इसके सीमांत देश हैं:अर्मेनिया,जॉर्जिया,रूस,ईरान,तुर्कीऔर इसका तटीय भागकैस्पियन सागरसे लगता हुआ है। यह१९९१तक भूतपूर्वसोवियत संघका भाग था।
आज़र्बैजान एकधर्मनिरपेक्षदेश है और वर्ष २००१ से काउंसिल का सदस्य है। अधिकांश जनसंख्याइस्लामधर्म की अनुयायी है और यह देशइस्लामी सम्मेलन संघका सदस्य राष्ट्र भी है। यह देश धीरे-धीरे औपचारिक लेकिन सत्तावादी लोकतंत्र की ओर बढ़ रहा है।
नामोत्पत्ति
""आज़र्बैजान"" नाम के उद्गम को लेकर कई प्रकार की अवधारणाएँ है। सबसे प्रचलित प्रमेय यह है कि यह नाम ""अट्रोपटन"" शब्द से निकला है। अट्रोपट फ़ारसी अकामीनाईड राजवंश के समय में एक क्षत्रप था, जिसेसिकंदर महानने आक्रमण करके परास्त किया और अट्रोपटन को स्वाधीनता मिली। उस समय यह क्षेत्र मीदिया अट्रोपाटिया या अट्रोपाटीन के नाम से जाना जाता था।
इस नाम की मूल उत्पत्ति की जड़ें प्राचीन ईरानी पंथ,पारसी धर्ममें मानी जाती हैं। आवेस्ता के एक दस्तावेज़ में इस बात का उल्लेख है ""âterepâtahe ashaonô fravashîm ýazamaide"", प्राचीन फ़ारसी में जिसका शाब्दिक अनुवाद है ""पवित्र अटारे-पटा के फ़्रावशी की हम वंदना करते हैं""। अट्रोपटनों ने अट्रोपटन (वर्तमान ईरानी आज़र्बैजान) क्षेत्र पर शासन किया। ""अट्रोपटन"" नाम स्वयं एक प्राचीन-ईरानी, संभवतः मीदन, का यूनानी ध्वन्यात्मक युग्म है, जिसका अर्थ है ""पवित्र अग्नि द्वारा रक्षित""।
इतिहास
आज़र्बैजान में प्रारंभिक मानव बस्तियों के चिह्नपाषाण युगके बाद के दिनों के हैं। ५५० ईसापूर्व में एक्यूमेनिडा राजवंश ने इस क्षेत्र पर विजय प्राप्त की थी, जिससेपारसी धर्मका उदय हुआ और बाद में यह क्षेत्र सिकंदर महान के साम्राज्य का भाग बना और बाद में उसके उत्तराधिकारी, सेलियूसिडा साम्राज्य का। अल्बानियाई कॉकेशन लोगों ने चौथी शताबदी ईसापूर्व में इस क्षेत्र में एक स्वतंत्र राजशाही की स्थापना की, लेकिन ९५-६७ ईसापूर्व मेंटिगरानीस २ महानने इसपर अधिकार कर लिया।
यह भी देखिए
सन्दर्भ
1. ↑""The International Population Day, The demographic situation in Azerbaijan, The State Statistical Committee of the Republic of Azerbaijan, 11 जुलाई 2011"". मूल से 25 जुलाई 2013 कोपुरालेखित. अभिगमन तिथि 30 जनवरी 2012.
1. ↑अआ""Azerbaijan:Report for Selected Countries and Subjects"". International Monetary Fund. मूल से 21 अगस्त 2011 कोपुरालेखित. अभिगमन तिथिApril 12,2011.",351
बॉस्निया और हर्ज़ेगोविना,https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%89%E0%A4%B8%E0%A5%8D%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%94%E0%A4%B0_%E0%A4%B9%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A4%BC%E0%A5%87%E0%A4%97%E0%A5%8B%E0%A4%B5%E0%A4%BF%E0%A4%A8%E0%A4%BE,"1. Not a government member; the High Representative is an international civilian peace implementation overseer with full authority to dismiss elected and non-elected officials and inaugurate legislation
1. Rank based on 2007 UN estimate ofde factopopulation.
बॉज़्निया और हर्त्सगोवीनायाबोस्ना और हर्सक(बोस्नी: Bosna i Hercegovina, Босна и Херцеговинаबौस्ना ई ख़ैर्त्सेगोवीना) दक्षिणपूर्व यूरोप में बाल्कन प्रायद्वीप पर स्थित एक देश है। इसके उत्तर, पश्चिम और दक्षिण मेंक्रोएशिया, पूर्व मेंसर्बियाऔर दक्षिण मेंमोंटेनेग्रोस्थित है। बॉस्निया और हर्ज़ेगोविना लगभग लैंडलॉक है, केवल एड्रियाटिक सागर से लगी 26 किलोमीटर लंबी तटरेखा को छोड़कर, जिसके मध्य में नियूम शहर स्थित है। देश के अंदरूनी हिस्सों में मध्य और दक्षिण का हिस्सा पर्वतीय, उत्तर पश्चिम हिस्सा पहाड़ी, उत्तर पूर्व हिस्सा मैदानी है। राज्य के बड़े हिस्से बॉस्निया में मध्यम महाद्वीपीय जलवायु है, जहां गर्म गर्मी और सर्दी, बर्फीली सर्दियां होती हैं। देश के दक्षिणी सिरे पर स्थित छोटा हर्ज़ेगोविना भूमध्यसागरीय जलवायु और स्थलाकृति वाला है। बोस्निया और हर्जेगोविना के प्राकृतिक संसाधनों के अत्यधिक प्रचुर मात्रा में हैं। इसकी राजधानीसरायेवोहै। यहां की मुख्य- और राजभाषाएँ बॉस्नियाई, सर्बियाई और क्रोएशियाई हैं।
इस्लाम का आगमन
आधुनिक इतिहास
जब विभिन्न षड्यंत्रों और रणनीति के माध्यम से अंग्रेजों द्वारा तुर्क खलीफा को कमजोर किया गया, तो इसका यूरोप में खिलाफत की शाखाओं पर प्रभाव पड़ा और छोटे क्षेत्रों को एक-एक करके खलीफा से काट दिया गया - 1918 में, बोस्नियाई, क्रोएशियाई सर्ब का हिस्सा और स्लोवेनियाई राज्य। हालाँकि, बाद में नाम बदलकर यूगोस्लाविया कर दिया गया। यूगोस्लाविया के कमजोर होने के बाद, 1 मार्च, 1992 को स्वतंत्रता पर जनमत संग्रह पूरा हुआ, और 3 मार्च, 1992 को बोस्निया ने अपनी स्वतंत्रता की घोषणा की, जिसे अंतरराष्ट्रीय स्तर पर मान्यता मिली। और इस प्रकार बोस्निया एक स्वतंत्र राज्य के रूप में अस्तित्व में आया - स्वतंत्रता के बाद से बोस्निया तेजी से विकसित हुआ है जिसके लिए विभिन्न मुस्लिम और गैर-मुस्लिम देशों और अन्य प्रमुख अंतरराष्ट्रीय संगठनों के प्रयास सराहनीय हैं।
इस्लाम की आमद
१५वीं शताब्दी में मुस्लिम विजेताओं के आगमन के साथ इस्लाम बोस्निया पहुंचा - सुल्तान मुहम्मद द कॉन्करर (30 मार्च, 1432 - 3 मई, 1481) ने बोस्निया पर विजय प्राप्त की और यह क्षेत्र ओटोमन खिलाफत का हिस्सा बन गया, जहां मुसलमान इस्लाम में परिवर्तित हो गए। प्रचार शुरू हुआ , मुस्लिम सैनिकों और व्यापारियों के बीच प्रमुख थे - बाद में १६वीं शताब्दी में, सूफियों ने कादरी वंश, रोमन राजवंश, नक्शबंदी राजवंश और बख्शी राजवंश सहित इस्लाम के प्रचार में महत्वपूर्ण भूमिका निभाई।
सन्दर्भ
1. ↑""Human Development Report 2011""(PDF). संयुक्त राष्ट्र संघ. 2011. मूल से 29 नवंबर 2017 कोपुरालेखित(PDF). अभिगमन तिथि २९ नवम्बर २०११.",414
सकल घरेलू उत्पाद के अनुसार देशों की सूची (पीपीपी),https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%95%E0%A4%B2_%E0%A4%98%E0%A4%B0%E0%A5%87%E0%A4%B2%E0%A5%82_%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%BE%E0%A4%A6_%E0%A4%95%E0%A5%87_%E0%A4%85%E0%A4%A8%E0%A5%81%E0%A4%B8%E0%A4%BE%E0%A4%B0_%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A5%80_%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A5%80_(%E0%A4%AA%E0%A5%80%E0%A4%AA%E0%A5%80%E0%A4%AA%E0%A5%80),"इस लेख मेंक्रय शक्ति समानताके आधार परसकल घरेलू उत्पाद( संक्षिप्त रूप में-सकल घरेलू उत्पाद (पीपीपी)याजीडीपी (पीपीपी))  के पूर्वानुमानित आँकड़ों के आधार पर देशों की एक सूची शामिल है। जनवरी-अप्रैल 2017 की अवधि में वित्तीय और सांख्यिकीय संस्थानों द्वारा सकल घरेलू उत्पाद (पीपीपी) के पूर्वानुमानित आँकड़ों के अनुसार देशों की छंटनी की जाती है, तथा इनकी गणना बाजार या सरकारी आधिकारिकविनिमय दरोंपर की जाती है। इस पृष्ठ पर दिए गए डेटाअंतर्राष्ट्रीय डॉलर(Int$) पर आधारित हैं, जो कि अर्थशास्त्रियों द्वारा उपयोग की जाने वाली एक मानकीकृत इकाई है। कुछ क्षेत्र जिन्हें व्यापक रूप से देश में नहीं माना जाता है, जैसे कियूरोपीय संघऔरहांगकांग, वे भी सूची इस में दिखते हैं, इसलिए कि वे विशिष्ट क्षेत्राधिकार वाले क्षेत्र या आर्थिक सत्ता हैं।
सूचियाँ
सभी आंकड़े मौजूदाअंतरराष्ट्रीय डॉलर(Int$) में हैं।
इन्हें भी देखें
- सकल घरेलू उत्पाद के अनुसार देशों की सूची(सांकेतिक)
टिप्पणियाँ
1. ↑अंतर्राष्ट्रीय मुद्रा कोष (आईएमएफ) के डेटा के आधार पर। यदि आईएमएफ से किसी देश के लिए कोई डेटा उपलब्ध न हो, तो सीआईए वर्ल्ड फैक्टबुक के डेटा का उपयोग किया जाता है।
1. ↑अआइFigure forMainland China; excludes the twospecial administrative regions, namelyHong KongandMacau.
1. ↑अआTheEuropean Union(EU) is aneconomicandpoliticalunion of 27member statesthat are locatedprimarilyinEurope. The EU is included as a separate entity in The World Factbook of CIA because it has many attributes of independent nations, being much more than a free-trade association such as ASEAN, NAFTA, or Mercosur.[7]As the EU is not a country, the U.S is the second ranked country on these lists.
- ^3डेटा मे फ्रेंच पोलिनेशिया शामिल नही है।
- ^aचीन का पीपीपी उसके 11 प्रशासनिक क्षेत्रों के लिए निर्धारित कीमतों पर आधारित है, जो पूरे देश में लागू है, और एक शहरी/ग्रामीण विफलता (breakdown) है।चीन की प्रविष्टि में दोविशेष प्रशासनिक क्षेत्रशामिल नहीं है, अर्थात्,हांगकांगऔरमकाऊ। इन्हें अलग से सूचीबद्ध किया जाता है।
सन्दर्भ
1. ↑""Report for Selected Country Groups and Subjects  (PPP valuation of country GDP)"". IMF. मूल से 31 जनवरी 2018 कोपुरालेखित. अभिगमन तिथि24 October2017.
1. ↑""World Economic Outlook Database, 2019"".IMF.org.International Monetary Fund. मूल से 6 मई 2020 कोपुरालेखित. अभिगमन तिथि25 October2019.
1. ↑""""Gross domestic product 2019, PPP"", World Bank, released on 9 July 2019""(PDF). Data.worldbank.org. मूल से 7 मार्च 2016 कोपुरालेखित(PDF). अभिगमन तिथि22 July2019..
1. ↑""World Bank, International Comparison Program database"". मूल से 8 जून 2019 कोपुरालेखित. अभिगमन तिथि22 July2019.
1. ↑Field listing - GDP (PPP exchange rate)Archived2011-06-04 at theवेबैक मशीन,CIA World Factbook
1. ↑""World Economic Outlook Database, 2019"".IMF.org.International Monetary Fund. अभिगमन तिथि25 October2019.
1. ↑CIA (2014).""The World Factbook"". मूल से 8 मई 2020 कोपुरालेखित. अभिगमन तिथि15 March2015.Although the EU is not a federation in the strict sense, it is far more than a free-trade association such as ASEAN, NAFTA, or Mercosur, and it has certain attributes associated with independent nations: its own flag, currency (for some members), and law-making abilities, as well as diplomatic representation and a common foreign and security policy in its dealings with external partners. Thus, inclusion of basic intelligence on the EU has been deemed appropriate as a new, separate entity in The World Factbook.
1. ↑""World Economic Outlook Database,",500
संयुक्त अरब अमीरात,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%85%E0%A4%B0%E0%A4%AC_%E0%A4%85%E0%A4%AE%E0%A5%80%E0%A4%B0%E0%A4%BE%E0%A4%A4,"1. The country's exact size is unknown because of disputed claims to several islands in the Persian Gulf, because of the lack of precise information on the size of many of these islands, and because most of its land boundaries, especially with Saudi Arabia, remain undemarcated.
संयुक्त अरब अमीरात (UAE) मध्यपूर्वएशियामें स्थित एक देश है। सन् १८७३ से १९४७ तक यह ब्रिटिश भारत के अधीन रहा। उसके बाद इसका शासन लंदन के विदेश विभाग से संचालित होने लगा। १९७१ में फारस की खाड़ी के सात शेख राज्यों आबू धाबी, शारजाह, दुबई, उम्म अल कुवैन, अजमान, फुजइराह तथा रस अल खैमा को मिलाकर स्वतंत्र संयुक्त अरब अमीरात की स्थापना हुई। इसमें रास अल खैमा १९७२ में शामिल हुआ।
19वीं सदी में यूनाइटेड किंगडम और अनेक अरब शेखों के बीच हुई संधि की वजह से 1971 से पहले संयुक्त अरब अमीरात को युद्धविराम संधि राज्य के नाम से जाना जाता था। इसके अलावा क्षेत्र के अमीरात की वजह से 18वीं शताब्दी से लेकर 20वीं शताब्दी के शुरुआत तक इसे पायरेट कोस्ट के नाम से भी जाना जाता था। 1971 के संविधान के आधार पर संयुक्त अरब अमीरात की राजनैतिक व्यवस्था आपस में जुड़े कई प्रबंधकीय निकायों से मिलकर बनी है। इस्लाम देश का राष्ट्रीय धर्म और अरबी राष्ट्रीय भाषा है। तेल भंडार के मामले में दुनिया का छठवां सबसे बड़ा देश संयुक्त अरब अमीरात की अर्थव्यवस्था मध्यपूर्व में सबसे विकसित है,संयुक्त अरब अमीरात (UAE) की! यह देश, जो कभी रेत के टीलों और छोटे-छोटे गांवों का समूह हुआ करता था, आज एक विश्वस्तरीय पर्यटन और व्यापार केंद्र बन गया है।
रेत से आसमान तक की उड़ान
UAE ने पिछले कुछ दशकों में अविश्वसनीय विकास किया है। यहाँ आपको आधुनिक गगनचुंबी इमारतें, शानदार शॉपिंग मॉल और विश्व स्तरीय होटल देखने को मिलेंगे। दुबई का बुर्ज खलीफ़ा और अबू धाबी का शेख जायद मस्जिद इसकी शानदार वास्तुकला के अद्भुत उदाहरण हैं। इन इमारतों को देखकर लगता है जैसे हम भविष्य में पहुँच गए हों।
परंपरा का सम्मान
लेकिन, UAE सिर्फ आधुनिकता ही नहीं है। यहाँ की संस्कृति और परंपराएँ आज भी जीवित हैं। आप यहाँ पारंपरिक अरबी बाज़ारों (सूक) में घूम सकते हैं, जहाँ आपको स्थानीय हस्तशिल्प, मसाले और इत्र मिल सकते हैं। यहाँ ऊंटों की दौड़ और पारंपरिक नृत्य भी देखने लायक होते हैं।
घूमने के लिए बेहतरीन जगहें
UAE में घूमने के लिए बहुत कुछ है। यहाँ कुछ लोकप्रिय जगहें हैं:
दुबई: बुर्ज खलीफा, दुबई मॉल, पाम जुमेरा, और डेजर्ट सफारी
अबू धाबी: शेख जायद मस्जिद, लुव्र अबू धाबी, एमिरेट्स पैलेस, और यास द्वीप
शारजाह: शारजाह आर्ट म्यूजियम, शारजाह एक्वेरियम, और अल नूर मस्जिद
अल ऐन: अल ऐन ओएसिस, जebel hafeet, और अल ऐन फोर्ट
खानपान
UAE का भोजन भी यहाँ की संस्कृति की तरह ही विविध है। यहाँ आपको पारंपरिक अरबी व्यंजन जैसे कि हम्मस, फलाफल और मंदी खाने को मिलेंगे। इसके अलावा, यहाँ आपको दुनिया भर के व्यंजन भी आसानी से मिल जाएंगे।
संयुक्त अरब अमीरात: एक समृद्ध संस्कृति और आधुनिकता का संगम
संयुक्त अरब अमीरात (UAE) दुनिया के सबसे तेजी से विकसित होने वाले देशों में से एक है।",500
बांग्लादेश,https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B6,"बांग्लादेश(बंगाली: বাংলাদেশ)दक्षिण एशियाका एक राष्ट्र है। देश की उत्तर, पूर्व और पश्चिम सीमाएँभारतऔर दक्षिणपूर्व सीमाम्यान्मारदेशों से मिलतीं हैं;[15]दक्षिण मेंबंगाल की खाड़ीहै। बांग्लादेश और भारतीय राज्यपश्चिम बंगालएक बांग्लाभाषी अंचल,बंगालहैं, जिसका ऐतिहासिक नाम बंग (বঙ্গ) या बांग्ला (বাংলা) है। इसकी सीमारेखा उस समय निर्धारित हुई जब1947मेंभारत के विभाजनके समय इसे 'पूर्वी पाकिस्तान' के नाम सेपाकिस्तानका पूर्वी भाग घोषित किया गया।[16]
बांग्लादेश विश्व में आठवाँ सबसे अधिक आबादी वाला देश है, जिसकी आबादी 16.4 करोड़ से अधिक है। भू-क्षेत्रफल के मामले में, बांग्लादेश 92 वें स्थान पर है, जिसकी लम्बाई 1,48,460 वर्ग किलोमीटर (57,320 वर्ग मील) है, जो इसे सबसे घनी आबादी वाले देशों में से एक बनाता है।बंगाली, बांग्लादेश की कुल आबादी का 98% हिस्सा बनाते हैं, जो इसे दुनिया में सबसे अधिक सजातीय राज्यों में से एक बनाता है।[17][18]बांग्लादेश की बड़ी मुस्लिम आबादी इसेतीसरा सबसे बड़ा मुस्लिम-बहुल देशबनाती है।[19]बंग्लादेश के संविधान नेइस्लामको राज्य पन्थ के रूप में स्थापित करते हुए बांग्लादेश को एक पन्थनिरपेक्ष राज्य घोषित करता है।
पूर्व औरपश्चिम पाकिस्तानके मध्य लगभग 1600किलोमीटर(1000 मील) की भौगोलिक दूरी थी। पाकिस्तान के दोनों भागों की जनता का धर्म (इस्लाम) एक था, पर उनके बीच जाति और भाषागत काफ़ी दूरियाँ थीं। पश्चिम पाकिस्तान की तत्कालीन सरकार के अन्याय के विरुद्ध1971में भारत के सहयोग से एक रक्तरंजितयुद्धके बाद स्वाधीन राष्ट्र बांग्लादेश का उदभव हुआ।[20]स्वाधीनता के बाद बांग्लादेश के कुछ प्रारंभिक वर्ष राजनैतिक अस्थिरता से परिपूर्ण थे, देश में १३ राष्ट्रशासक बदले गए और 4 सैन्य बगावतें हुई। विश्व के सबसे जनबहुल देशों में बांग्लादेश का स्थान आठवां है। किन्तु क्षेत्रफल की दृष्टि से बांग्लादेश विश्व में ९३वाँ है। फलस्वरूप बांग्लादेश विश्व की सबसे घनी आबादी वाले देशों में से एक है।मुसलमान-सघन जनसंख्या वाले देशों में बांग्लादेश का स्थान ४था है, जबकि बांग्लादेश के मुसलमानों की संख्या भारत के अल्पसंख्यक मुसलमानों की संख्या से कम है।गंगा-ब्रह्मपुत्रके मुहाने पर स्थित यह देश, प्रतिवर्ष मौसमी उत्पात का शिकार होता है औरचक्रवातभी बहुत सामान्य हैं। बांग्लादेश दक्षिण एशियाई आंचलिक सहयोग संस्था,सार्क(saarc)और बिम्सटेक का प्रतिष्ठित सदस्य है। यह ओआइसी और डी-8 का भी सदस्य है।[21][22]जय बांग्ला (জয় বাংলা) बांग्लादेश का जातीय स्लोगाण है।
ढाका में बांग्लादेश नेशनलिस्ट पार्टी के नेता की पत्नी के सामने पीट-पीटकर हत्या कर दी गई | बीएनपी की कुल्ला यूनियन इकाई के पूर्व उपाध्यक्ष मोहम्मद बाबुल मिया की उस समय हत्या कर दी गई जब वह और उनकी पत्नी 21 फरवरी, 2025 को धमराई उपजिला के अक्षिरनगर हाउसिंग के पास सरसों की कटाई कर रहे थे।[23]
इतिहास
बांग्लादेश में सभ्यता का इतिहास काफी पुराना रहा है। आज केभारतका अंधिकांश पूर्वी क्षेत्र कभीबंगालके नाम से जाना जाता था।बौद्धग्रंथों के अनुसार इस क्षेत्र में आधुनिक सभ्यता की शुरुआत ७०० इसवी ईसा पू. में आरम्भ हुआ माना जाता है। यहाँ की प्रारंभिक सभ्यता परबौद्धऔरहिन्दूधर्म का प्रभाव स्पष्ट देखा जा सकता है। उत्तरी बांग्लादेश में स्थापत्य के ऐसे हजारों अवशेष अभी भी मौज़ूद हैं जिन्हें मंदिर या मठ कहा जा सकता है।[24]
बंगाल का इस्लामीकरणमुगलसाम्राज्य के व्यापारियों द्वारा १३ वीं शताब्दी में शुरु हुआ और १६ वीं शताब्दी तक बंगालएशियाके प्रमुख व्यापारिक क्षेत्र के रूप में उभरा।युरोपके व्यापारियों का आगमन इस क्षेत्र में १५ वीं शताब्दी में हुआ और",500
भोला जिला,https://hi.wikipedia.org/wiki/%E0%A4%AD%E0%A5%8B%E0%A4%B2%E0%A4%BE_%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE,"भोला जिला(बांग्ला:ভোলা জেলা)बांग्लादेशके दक्षिण अंचल केबारीसाल विभागका एक प्रशासनिक अंचल है।
सन्दर्भ
सतना",13
नराइल जिला,https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A4%B0%E0%A4%BE%E0%A4%87%E0%A4%B2_%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE,"नराइल जिला(बांग्ला:নড়াইল জেলা)बांग्लादेशके दक्षिण अंचल केखुलना विभागका एक प्रशासनिक अंचल है।
सन्दर्भ
1. ↑अआसन्दर्भ त्रुटि:<ref>का गलत प्रयोग;tableC01नाम के संदर्भ में जानकारी नहीं है।
1. ↑सन्दर्भ त्रुटि:<ref>का गलत प्रयोग;tableC06नाम के संदर्भ में जानकारी नहीं है।",34
मय़मनसिंह विभाग,https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A4%AF%E0%A4%AE%E0%A4%A8%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%B9_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97,"मयमनसिंह विभाग,बांग्लादेशका एकविभागहै। मयमनसिंह विभाग में कुल चार जिले हैं:मैमनसिंहशेरपुरजमालपुरनेत्रोकोना।
ये विभागढाका विभागसे वनाई गई है।",16
बरिशाल विभाग,https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A4%B0%E0%A4%BF%E0%A4%B6%E0%A4%BE%E0%A4%B2_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97,"बारीसाल विभागबांग्लादेशका एक विभाग है इसका मुख्यालयबारीसालहै। इस उपक्षेत्र या प्रान्त में ६ जिले हैं।बरगुना,बारीसाल,भोला,झालोकटी,पतुआखाली,पीरोजपुर।
इन्हें भी देखें
1. ↑""List of Divisional Commissioners"".मूलसे 2022-06-18 को पुरालेखित. अभिगमन तिथि2022-06-20.
1. ↑""Sub-national HDI - Area Database - Global Data Lab"".hdi.globaldatalab.org(अंग्रेज़ी में). अभिगमन तिथि2021-07-08.",41
